Dirección;Localidad;Teléfono;email;Entidad_Titular;Sector;servicio_id;cod_catalogo;des_catalogo;CUSEC;Seccion_id
CAMINO PIEDAD (LA) 10;SEGOVIA;921 440202;;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;6736;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;4019404001;2305
CAMINO PIEDAD (LA) 10;SEGOVIA;921 440202;;CRUZ ROJA ESPAÑOLA;VOLUNTARIADO;6737;1.13;Servicio de información especializada sobre voluntariado;4019404001;2305
PLAZA FERNANDO DE ROJAS 3;SEGOVIA;;segovia@accem.es;ACCEM;INCLUSIÓN SOCIAL;6740;29.10;Servicio de alojamiento para personas sin hogar;4019404007;2311
POLIGONO INDUSTRIAL LAS CASAS 54 NAVE 7;SORIA;975 232196;direccion@asovica.es;ASOCIACION DE FAMILIARES Y ENFERMOS PSIQUICOS VIRGEN DEL CAMINO - ASOVICA;PERSONAS CON DISCAPACIDAD;6766;9.1;Servicio de prevención de la situación de dependencia;4217302012;2542
CALLE ENRIQUE PASCUAL OLIVA 7 CENTRO REFERENCIA ESTATAL (CREDEF);SORIA;975 244112;credef@imserso.es;INSTITUTO DE MAYORES Y SERVICIOS SOCIALES. IMSERSO;POBLACIÓN GENERAL;6767;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4217302012;2542
CALLE SAN BENITO 19;SORIA;975 234650;tirigoyen@cruzroja.es;CRUZ ROJA ESPAÑOLA;TOXICOMANÍAS Y ADICCIONES;6768;26.21;Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia;4217301008;2530
PLAZA MAYOR 1;SORIA;975 240949;eicrespo@soria.es;AYUNTAMIENTO DE SORIA;POBLACIÓN GENERAL;6769;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4217301001;2523
PLAZA MAYOR 1;SORIA;975 240949;eicrespo@soria.es;AYUNTAMIENTO DE SORIA;INCLUSIÓN SOCIAL;6770;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4217301001;2523
CALLE RONDA ELOY SANZ VILLA 4 PISO 4ºE;SORIA;975 212176;vicariageneral@osma-soria.org;OBISPADO DE OSMA SORIA;(FAMILIA);6771;12.10;Servicio de apoyo familiar para la inclusión social;4217303003;2547
CALLE SANTO DOMINGO DE SILOS 1;SORIA;975 234650;tirigoyen@cruzroja.es;CRUZ ROJA ESPAÑOLA;PERSONAS MAYORES;6775;9.3;Servicio de adquisición de competencias para la vida autónoma;4217301001;2523
CALLE SAN BENITO 19;SORIA;;soria@cruzroja.es;CRUZ ROJA ESPAÑOLA;TOXICOMANÍAS Y ADICCIONES;6776;26.20;Serv.de intervención con menores y jóvenes con consumo problemático de drogas y sus familias;4217301008;2530
CALLE RAMON Y CAJAL 7;ARROYO;;mjfidalgo@integracionsm.es;SENIOR ASISTENCIA INTEGRAL, S.L;PERSONAS MAYORES;6787;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;4701001001;2600
CALLE PABLO IGLESIAS 25;MEDINA DE RIOSECO;914 719719;progestionvalladolid@progestion.org;ASOCIACIÓN PROGESTIÓN;INCLUSIÓN SOCIAL;6799;29.10;Servicio de alojamiento para personas sin hogar;4708601001;2728
CALLE MAYOR 4;TORDEHUMOS;983 393323;cdrsequillo.tenefonica.net;ASOCIACION CENTRO DE DESARROLLO RURAL EL SEQUILLO;PERSONAS MAYORES;6818;9.4;Servicio de promoción de la relación con el entorno;4716401001;2819
AVENIDA RAMON Y CAJAL 5;VALLADOLID;983 427100;accion.social@dipvalladolid.es;DIPUTACION PROVINCIAL DE VALLADOLID;POBLACIÓN GENERAL;6824;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4718609001;3001
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6825;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;4718610001;3514
CALLE POLVORA 6;VALLADOLID;983 132828;valladolid@cruzroja.es;CRUZ ROJA ESPAÑOLA;MUJER;6826;2.3;Serv.valoración, orientación, planificación caso - situaciones de violencia de género;4718607005;2957
AVENIDA EURO 7;VALLADOLID;616 980081;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6827;9.4;Servicio de promoción de la relación con el entorno;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6828;9.2;Servicio de promoción de hábitos y estilos de vida saludables;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6830;9.3;Servicio de adquisición de competencias para la vida autónoma;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6831;9.1;Servicio de prevención de la situación de dependencia;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6832;9.2;Servicio de promoción de hábitos y estilos de vida saludables;4718610001;3514
CALLE CONDE DE ARTECHE S/N;VALLADOLID;983 268433;proyecto.social@entrevecinosvalladolid.es;ASOCIACIÓN DE VECINOS UNIÓN ESGUEVA;INCLUSIÓN SOCIAL;6833;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4718608036;3511
CALLE OLMO Nº 63;VALLADOLID;983 307083;info@redincola.org;FUNDACION RED INCOLA;INCLUSIÓN SOCIAL;6834;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4718608036;3511
CALLE VERBENA 5;VALLADOLID;983 219622;direcciooncyl@gitanos.org;FUNDACION SECRETARIADO GITANO (FSG);INCLUSIÓN SOCIAL;6835;26.16;Servicio de apoyo para la inclusión social;4718607005;2957
PASEO CAUCE Nº 31;VALLADOLID;983 202301;lsanz@caritasvalladolid.es;CARITAS DIOCESANA DE VALLADOLID;INCLUSIÓN SOCIAL;6836;29.10;Servicio de alojamiento para personas sin hogar;4718607022;3510
CALLE CELTAS CORTOS Nº 3;VALLADOLID;983 225125;fundacionpersonas@fundacionpersonas.es;FUNDACIÓN PERSONAS;INCLUSIÓN SOCIAL;6837;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4718604018;2895
CALLE TAJAHIERRO S/N;VALLADOLID;983 356908;programas@elpuentesaludmental.org;FEAFES VALLADOLID EL PUENTE;PERSONAS CON DISCAPACIDAD;6838;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6840;9.2;Servicio de promoción de hábitos y estilos de vida saludables;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6841;9.1;Servicio de prevención de la situación de dependencia;4718610001;3514
AVENIDA EURO 7;VALLADOLID;983 330603;beatriz.sedano@formacal.com;FORMACAL S.L.;PERSONAS MAYORES;6842;9.1;Servicio de prevención de la situación de dependencia;4718610001;3514
CALLE SAN ILDEFONSO 7 3º;VALLADOLID;637 789858;CASTILLAYLEON@REDMADRE.ES;FEDERACIÓN REDMADRE CASTILLA Y LEÓN;MUJER;6843;10.4;Servicio de apoyo a mujeres embarazadas o madres en situación de especial vulnerabilidad;4718602012;2864
CALLE SANTIAGO ALBA 31;VALLADOLID;663 812863;info@22q.es;ASOCIACIÓN SÍNDROME 22Q11;POBLACIÓN GENERAL;6844;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4718611042;3099
CALLE GRANADA 21 ENTREPLANTA;VALLADOLID;606 742014;bienvenido@asecal.org;ASECAL;(FAMILIA);6846;12.10;Servicio de apoyo familiar para la inclusión social;4718604040;2913
CALLE GENERAL ALMIRANTE 7;VALLADOLID;983 306599;contabilidad@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;TOXICOMANÍAS Y ADICCIONES;6847;11.3;Serv. de prevención del consumo de drogas y de disminución de los riesgos en menores y jóvenes;4718609001;3001
CALLE NICASIO PEREZ Nº 17;VALLADOLID;983 378285;aurora.corona@fundacionadsis.org;FUNDACION ADSIS;INCLUSIÓN SOCIAL;6848;26.16;Servicio de apoyo para la inclusión social;4718607005;2957
CALLE POLVORA 6;VALLADOLID;;valladolid@cruzroja.es;CRUZ ROJA ESPAÑOLA;(FAMILIA);6850;12.9;Serv.formación de cuidadores/as no profesionales de personas con dependencia;4718607005;2957
CALLEJÓN ALCOHOLERA NAVE 1;VALLADOLID;983 709569;febacyl@gmail.com;FEDERACIÓN DE BANCOS DE ALIMENTOS DE CASTILLA Y LEÓN - FEBACYL;INCLUSIÓN SOCIAL;6851;31.1;Servicio de distribución coordinada de alimentos;4718611042;3099
CALLE GENERAL ALMIRANTE 7;VALLADOLID;983 306599;contabilidad@aclad.net;COMITE CIUDADANO ANTI-SIDA DE VALLADOLID;INCLUSIÓN SOCIAL;6852;26.16;Servicio de apoyo para la inclusión social;4718609001;3001
CALLE PAJARILLOS Nº 1;VALLADOLID;659 387157;POLCASTILLAYLEON@GMAIL.COM;PLATAFORMA DE ORGANIZACIONES DE INFANCIA DE CASTILLA Y LEÓN;POBLACIÓN GENERAL;6854;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;4718604040;2913
CALLE PAJARILLOS Nº 1 BAJO;VALLADOLID;983 204054;info@federboscocyl.org;FEDERACIÓN DE CENTROS JUVENILES DON BOSCO DE CASTILLA Y LEÓN;INFANCIA (Y JUVENTUD);6855;27.1;Serv. apoyo para integración sociolaboral de menores provenientes de sistemas de infancia;4718604040;2913
CALLE EMBAJADORES Nº 20 1ºC;VALLADOLID;697 117270;valladolid@accem.es;ACCEM;INCLUSIÓN SOCIAL;6861;29.10;Servicio de alojamiento para personas sin hogar;4718604018;2895
CALLE CARDENAL CISNEROS 25 2º D;VALLADOLID;983 378285;;FUNDACION ADSIS;INFANCIA (Y JUVENTUD);6880;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;4718609001;3001
CALLE VIRGEN DE GRACIA 2;TORO;983 399633;DSP@INTRAS.ES;FUNDACION INTRAS;INCLUSIÓN SOCIAL;6979;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4921903001;3369
CALLE COLON 19;ZAMORA;686 123034;asociacionadasci@gmail.com;ASOCIACIÓN PARA EL DESARROLLO, APOYO SOCIAL, COOPERACIÓN E INCLUSIÓN (ADASCI);MUJER;6994;27.3;Servicio de apoyo para la integración sociolaboral de las mujeres en situación de vulnerabi;4927502006;3442
PLAZA VIRIATO S/N;ZAMORA;980 559300;presidencia@zamoradipu.es;DIPUTACIÓN PROVINCIAL DE ZAMORA;(FAMILIA);6996;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;0000000nan;
PLAZA SAN ESTEBAN 3;ZAMORA;980 548700;mar.lera@zamora.org;AYUNTAMIENTO DE ZAMORA;(FAMILIA);6998;31.1;Servicio de distribución coordinada de alimentos;4927501002;3423
PLAZA VIRIATO 1;ZAMORA;980 509994;administracion@caritaszamora.org;CARITAS DIOCESANA DE ZAMORA;TOXICOMANÍAS Y ADICCIONES;7001;26.20;Serv.de intervención con menores y jóvenes con consumo problemático de drogas y sus familias;4927504003;3460
AVENIDA MARTINEZ CATENA ,2;CEUTA (CIUDAD);947 257690;martap@arasti.com;SERVISOCIALES CANARIOS, S.L.;PERSONAS MAYORES;7021;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;0000000nan;
CARRETERA ASTURIAS 55;CARBAJAL DE LA LEGUA;659 944725;proyectos@remar.org;REHABILITACION DE MARGINADOS (REMAR);INCLUSIÓN SOCIAL;7022;29.10;Servicio de alojamiento para personas sin hogar;2416301002;1212
CALLE PANDIETSA 20;VILLABLINO;987 798252;villablino@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;7035;9.3;Servicio de adquisición de competencias para la vida autónoma;2420201003;1252
CALLE PEDRO UNANUE 14;MADRID;91 5422900;fundacion@cibervoluntarios.org;FUNDACIÓN CIBERVOLUNTARIOS;INCLUSIÓN SOCIAL;7046;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;0000000nan;
CALLE MAYOR 20;ANTIGÜEDAD;617 521946;corazonsocial1@gmail.com;ASOCIACIÓN CORAZÓN SOCIAL;PERSONAS MAYORES;7059;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3407001001;1363
TRAVESÍA SAN BARTOLOME 18;CARRION DE LOS CONDES;979 880534;;ASOCIACION CENTRO DE DESARROLLO RURAL CARRION DE LOS CONDES;INCLUSIÓN SOCIAL;7066;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;3404701001;1339
CALLE IGLESIA (LA) 11;GUARDO;979 746342;tsguardo@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;INCLUSIÓN SOCIAL;7074;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3408001002;3529
CAMINO PIEDAD (LA) 10;SEGOVIA;921 440202;;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;7082;1.10;Servicio de información especializada sobre inclusión social;4019404001;2305
CALLE CLAVEL (DEL) 9;SEGOVIA;664 420018;marboledag@accem.es;ACCEM;INCLUSIÓN SOCIAL;7085;29.10;Servicio de alojamiento para personas sin hogar;4019404001;2305
CALLE ANSELMO CARRETERO 15;SEGOVIA;968 344344;;FUNDACION DIAGRAMA - INTERVENCION PSICOSOCIAL;INFANCIA (Y JUVENTUD);7091;27.1;Serv. apoyo para integración sociolaboral de menores provenientes de sistemas de infancia;4019401004;2292
CALLE NICOLAS SALMERON Nº 22 BAJO;VALLADOLID;914 719719;progestionvalladolid@progestion.org;ASOCIACIÓN PROGESTIÓN;TOXICOMANÍAS Y ADICCIONES;7122;27.5;Servicio de formación y apoyo para la integración sociolaboral d personas con drogodependencia;4718607005;2957
LOS CARRILES S/N;TRABAZOS;980 697742;INFO@MONTEBARRIO.COM;RESIDENCIA MONTEBARRIO, S.L.;PERSONAS MAYORES;7161;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;4922301001;3373
CALLE ALONSO DE TEJEDA 4 BIS ENTREPLANTA A;ZAMORA;980 570132;fundacionpersonas@fundacionspersonas.es;FUNDACIÓN PERSONAS;INCLUSIÓN SOCIAL;7166;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4927502004;3440
CALLE SOR DOSITEA ANDRES 1;ZAMORA;980 509994;;CARITAS DIOCESANA DE ZAMORA;INCLUSIÓN SOCIAL;7181;29.10;Servicio de alojamiento para personas sin hogar;4927502003;3439
CALLE VALLE DEL CORNEJA 6;AVILA;609 368321;escuelas@escuelascampesinas.org;ASOCIACIÓN CULTURAL ESCUELAS CAMPESINAS DE ÁVILA;INCLUSIÓN SOCIAL;7187;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;0501904014;40
CALLE CARDENAL CISNEROS 29;AVILA;687 584633;castillayleon@accem.es;ACCEM;INFANCIA (Y JUVENTUD);7188;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;0501905004;44
CALLE SAN JUAN DE LA CRUZ 8;AVILA;920 352340;caritas.cdavila@caritas.es;CÁRITAS DIOCESANA DE ÁVILA;INCLUSIÓN SOCIAL;7189;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;0501901002;23
AVENIDA JUAN PABLO II 20;AVILA;920 357102;;DIPUTACIÓN PROVINCIAL DE ÁVILA;POBLACIÓN GENERAL;7190;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;0501905004;44
CALLE BURGOHONDO 7 2ºA;AVILA;666 532610;avila@accem.es;ACCEM;INCLUSIÓN SOCIAL;7195;29.10;Servicio de alojamiento para personas sin hogar;0501904014;40
CALLE ANTONIO BACIERO S/N;ARANDA DE DUERO;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);POBLACIÓN GENERAL;7221;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;0901803005;339
CALLE CALLE JUAN BRAVO, 2;ARANDA DE DUERO;947 546080;direccion@saludmentalaranda.org;ASOCIACION SALUD MENTAL ARANDA;PERSONAS CON DISCAPACIDAD;7223;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;0901803005;339
CALLE SAN ESTEBAN 8;ARANDA DE DUERO;947 546080;direccion@saludmentalaranda.org;ASOCIACION SALUD MENTAL ARANDA;PERSONAS MAYORES;7224;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;0901803005;339
CALLE SAN PEDRO DE CARDEÑA 24 4º B;BURGOS;619 742712;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;7230;29.10;Servicio de alojamiento para personas sin hogar;0905905020;422
CALLE DIEGO PORCELOS 4;BURGOS;947 288816;gss@aytoburgos.es;AYUNTAMIENTO DE BURGOS;(FAMILIA);7231;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;0905903004;391
CALLE SAN FRANCISCO 8;BURGOS;947 288816;gss@aytoburgos.es;AYUNTAMIENTO DE BURGOS;INCLUSIÓN SOCIAL;7232;29.10;Servicio de alojamiento para personas sin hogar;0905903004;391
AVENIDA COSTA RICA 150;BURGOS;646 669950;info@fundacionoxigeno.org;FUNDACIÓN OXÍGENO;TOXICOMANÍAS Y ADICCIONES;7233;26.20;Serv.de intervención con menores y jóvenes con consumo problemático de drogas y sus familias;0905903005;392
CALLE SAN FRANCISCO 8;BURGOS;947 256219;caritas.cdburgos@caritas.es;CÁRITAS DIOCESANA DE BURGOS;INCLUSIÓN SOCIAL;7234;1.10;Servicio de información especializada sobre inclusión social;0905903004;391
CALLE CONDESA MENCIA 150;BURGOS;947 238562;fundacion@aspaniasburgos.com;FUNDACIÓN ASPANIAS BURGOS;PERSONAS CON DISCAPACIDAD;7237;13.49;Serv.atención en centros a personas situación dependencia por descanso cuidador o cuidadora;0905905035;437
CALLE PEDRO POVEDA CASTROVERDE Nº 3;BURGOS;947 481077;administracion@proyectohombreburgos.com;FUNDACIÓN CANDEAL;TOXICOMANÍAS Y ADICCIONES;7239;26.20;Serv.de intervención con menores y jóvenes con consumo problemático de drogas y sus familias;0905905048;450
CALLE JUAN DE PADILLA 12;BURGOS;947 223916;direccion@saludmentalburgos.org;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);PERSONAS CON DISCAPACIDAD;7241;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;0905905035;437
CALLE ALMACENES 18-20;MIRANDA DE EBRO;947 312801;saludmentalmiranda@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;PERSONAS CON DISCAPACIDAD;7263;9.1;Servicio de prevención de la situación de dependencia;0921904003;686
CALLE ALMACENES 18-20;MIRANDA DE EBRO;947 312801;saludmentalmiranda@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;PERSONAS CON DISCAPACIDAD;7264;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;0921904003;686
CALLE FRAY LUIS DE LEON 14;VALLADOLID;;;PROCOMAR VALLADOLID ACOGE, PROMOCIÓN COLECTIVOS MARGINADOS VALLADOLID ACOGE;INCLUSIÓN SOCIAL;7266;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4718605002;2916
CALLE SANTUARIO 4;VALLADOLID;983 291267;;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;7279;31.1;Servicio de distribución coordinada de alimentos;4718605002;2916
CALLE SANTUARIO 7;VALLADOLID;;;PROCOMAR VALLADOLID ACOGE, PROMOCIÓN COLECTIVOS MARGINADOS VALLADOLID ACOGE;INCLUSIÓN SOCIAL;7283;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;4718609001;3001
CALLE ALBA 6;TORO;983 399633;dsp@intras.es;FUNDACION INTRAS;MUJER;7344;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;4921903001;3369
PLAZA ZORRILLA 1;ZAMORA;980 535305;cylcae@cylcae.org;CÍRCULO DE AUTÓNOMOS Y EMPRENDEDORES DE CASTILLA Y LEÓN;MUJER;7355;27.2;Serv. apoyo para la integración sociolaboral de mujeres víctimas de violencia de género;4927501003;3424
CALLE HERNAN CORTES 42;ZAMORA;980 523300;zamora@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;7356;1.10;Servicio de información especializada sobre inclusión social;4927502014;3450
AVENIDA CARDENAL CISNEROS 26 BAJO;ZAMORA;968 344344;administracion@diagrama.org;FUNDACION DIAGRAMA - INTERVENCION PSICOSOCIAL;INFANCIA (Y JUVENTUD);7357;26.5;Servicio de apoyo a menores con conductas violentas en la familia;4927502012;3448
PLAZA VIRIATO S/N;ZAMORA;980 559300;presidencia@zamoradipu.es;DIPUTACIÓN PROVINCIAL DE ZAMORA;(FAMILIA);7358;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;0000000nan;
CALLE PONTEJOS 13;ZAMORA;980 509431;direccion@menesianoszamora.com;HERMANOS DE LA INSTRUCCIÓN CRISTIANA DE ZAMORA;INFANCIA (Y JUVENTUD);7359;26.3;Servicio de apoyo a jóvenes para la transición a la vida adulta;4927503004;3457
PLAZA SAN ESTEBAN S/N;ZAMORA;980 548700;mar.lera@zamora.es;AYUNTAMIENTO DE ZAMORA;POBLACIÓN GENERAL;7360;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;4927501002;3423
CALLE PRADO TUERTO 17;ZAMORA;980 671300;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;POBLACIÓN GENERAL;7374;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;4927502005;3441
PLAZA VIRIATO 2;ZAMORA;980 532626;;CARITAS DIOCESANA DE ZAMORA;INCLUSIÓN SOCIAL;7379;1.10;Servicio de información especializada sobre inclusión social;4927504003;3460
CALLE CAPITAN MENDEZ VIGO 10 BJ;AVILA;92 352732;faemats@asociacionfaema.org;FAEMA SALUD MENTAL ÁVILA;PERSONAS CON DISCAPACIDAD;7386;9.3;Servicio de adquisición de competencias para la vida autónoma;0501905004;44
CALLE PUENTE (DEL) 30;BARCO DE AVILA (EL);920 340332;almanzor@cdrtcampos.es;CENTRO DESARROLLO RURAL ALMANZOR;INCLUSIÓN SOCIAL;7396;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0502101001;59
CALLE CRUZ ROJA S/N;BURGOS;947 212311;burgos@cruzroja.es;CRUZ ROJA ESPAÑOLA;TOXICOMANÍAS Y ADICCIONES;7424;26.21;Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia;0905905035;437
CALLE JUAN DE PADILLA 14;BURGOS;947 223916;direccion@saludmentalburgos.org;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);PERSONAS CON DISCAPACIDAD;7427;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;0905905035;437
CALLE DE LAS DELICIAS 7;BURGOS;947 257690;martap@arasti.com;ARASTI BARCA MA, S.L.;INFANCIA (Y JUVENTUD);7428;17.4;Atención lúdica infantil conciliación vida laboral y familiar en vacaciones (Conciliamos);0905905020;422
CALLE CABESTREROS 2C;BURGOS;947 205127;larueda@laruedaburgos.org;ASOCIACIÓN PARA LA DEFENSA DE LA MUJER LA RUEDA;MUJER;7429;27.2;Serv. apoyo para la integración sociolaboral de mujeres víctimas de violencia de género;0905903004;391
CALLE VALDENUÑEZ 6;BURGOS;947 481077;manuel@proyectohombreburgos.com;FUNDACIÓN CANDEAL;TOXICOMANÍAS Y ADICCIONES;7430;11.3;Serv. de prevención del consumo de drogas y de disminución de los riesgos en menores y jóvenes;0905903005;392
AVENIDA DEL CID CAMPEADOR 89 1º C;BURGOS;947 268620;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;7433;29.10;Servicio de alojamiento para personas sin hogar;0905905035;437
AVENIDA COSTA RICA 56;BURGOS;947 239182;;ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO;PERSONAS CON DISCAPACIDAD;7453;13.49;Serv.atención en centros a personas situación dependencia por descanso cuidador o cuidadora;0905903005;392
AVENIDA REPUBLICA ARGENTINA 93;MIRANDA DE EBRO;947 349100;buzon@mirandadeebro.es;AYUNTAMIENTO DE MIRANDA DE EBRO;(FAMILIA);7465;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;0921904003;686
CALLE CAVA 58;PEÑARANDA DE DUERO;947 552091;rdb@riberadeldueroburgalesa.com;ASOCIACIÓN PARA EL  DESARROLLO RURAL INTEGRAL DE LA RIBERA DEL DUERO BURGALESA;PERSONAS MAYORES;7472;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0926101001;719
CALLE FRANCISCA GOMEZ SALAZAR 10;SONCILLO;681 655722;residencialvirgendelcampo@gmail.com;RESIDENCIAL VIRGEN DEL CAMPO,S.L.;PERSONAS MAYORES;7488;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;0941301001;832
PLAZA ERMITA SAN ROQUE, 1-2;VILLARCAYO;947 131852;administracion@asamimer;ASOCIACIÓN PARA AYUDA A PERSONAS CON DISCAPACIDAD DE LA ZONA NORTE DE BURGOS, COMARCA DE LAS MERINDADES (ASAMIMER);PERSONAS CON DISCAPACIDAD;7495;13.49;Serv.atención en centros a personas situación dependencia por descanso cuidador o cuidadora;0990301002;889
CALLE HUERTAS 3;QUINTANADUEÑAS;947 292616;;ASOCIACIÓN CRISTIANA DE COMUNIDADES PARA LA REHABILITACIÓN DE MARGINADOS- ACCOREMA;INCLUSIÓN SOCIAL;7498;29.10;Servicio de alojamiento para personas sin hogar;0990701001;894
PLAZA DE LOS MARQUESES 9,BAJO;ASTORGA;987 099030;astorga@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;7506;9.4;Servicio de promoción de la relación con el entorno;2400802003;907
CALLE SIERRA PAMBLEY S/N;HOSPITAL DE ORBIGO;987 388737;elvillar@cdrelvillar.org;"CENTRO DESARROLLO RURAL ""EL VILLAR""";INCLUSIÓN SOCIAL;7527;1.10;Servicio de información especializada sobre inclusión social;2408201001;3478
CALLE SIERRA PAMBLEY S/N;HOSPITAL DE ORBIGO;987 388737;elvilar@cdrelvillar.org;"CENTRO DESARROLLO RURAL ""EL VILLAR""";INCLUSIÓN SOCIAL;7528;26.16;Servicio de apoyo para la inclusión social;2408201001;3478
AVENIDA INDEPENDENCIA 1;LEON;693 268585;gerencia@amepre.es;ASOCIACIÓN ESPAÑOLA DE MEDICINA PREVENTIVA;TOXICOMANÍAS Y ADICCIONES;7535;11.1;Servicio de prevención familiar del consumo de drogas;2411503001;1134
AVENIDA ASTURIAS, 19 4º D-E;LEON;649 068802;cdadelalba@hijasdelacaridad.org;COMUNIDAD CENTRO DE ACOGIDA EL ALBA;INFANCIA (Y JUVENTUD);7537;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;2408903015;1019
